2000,0.023533169731506848
2001,0.01654507947671233
2002,0.0074147218079452055
2003,0.007676452075342466
2004,0.003221827383783783
2005,0.011975641509589042
2006,0.009009432111506854
2007,0.00926117916520548
2008,0.007193509136986301
2009,0.021380817060273973
2010,0.013990753116438355
2011,0.01975262421780822
2012,0.027064333719178085
2013,0.034696062534931515
2014,0.03116292913020548
2015,0.03166801168356165
2016,0.016426628545753427
2017,0.018077852665753427
2018,0.019212405234246572
2019,0.013938338569452056
2020,0.016282386312328766
2021,0.014251159757534246
2022,0.03953454675555555
